Day,Entries,Exits
"Saturday, June 24, 2023",240,232
"Friday, June 23, 2023",249,90
"Wednesday, June 21, 2023",16,22
"Saturday, June 17, 2023",209,117
"Friday, June 16, 2023",218,170
"Wednesday, June 14, 2023",24,34
"Saturday, June 10, 2023",639,188
"Friday, June 9, 2023",229,93
"Wednesday, June 7, 2023",28,41
"Saturday, June 3, 2023",190,84
"Friday, June 2, 2023",249,160
"Wednesday, May 31, 2023",39,36
"Saturday, May 27, 2023",151,75
"Friday, May 26, 2023",199,75
"Wednesday, May 24, 2023",23,61
"Saturday, May 20, 2023",215,88
"Friday, May 19, 2023",253,94
"Wednesday, May 17, 2023",37,34
"Saturday, May 13, 2023",210,105
"Friday, May 12, 2023",183,125
"Wednesday, May 10, 2023",50,36
"Saturday, May 6, 2023",191,106
"Friday, May 5, 2023",268,82
"Wednesday, May 3, 2023",17,17
"Saturday, April 29, 2023",266,128
"Friday, April 28, 2023",139,74
"Wednesday, April 26, 2023",11,17
"Saturday, April 22, 2023",180,78
"Friday, April 21, 2023",286,101
"Wednesday, April 19, 2023",26,21
"Saturday, April 15, 2023",230,81
"Friday, April 14, 2023",165,95
"Wednesday, April 12, 2023",17,15
"Saturday, April 8, 2023",204,81
"Friday, April 7, 2023",191,99
"Wednesday, April 5, 2023",17,25
"Saturday, April 1, 2023",174,107
"Friday, March 31, 2023",242,96
"Wednesday, March 29, 2023",62,68
"Saturday, March 25, 2023",254,113
"Friday, March 24, 2023",180,106
"Wednesday, March 22, 2023",9,14
"Saturday, March 18, 2023",168,89
"Friday, March 17, 2023",246,115
"Wednesday, March 15, 2023",13,9
"Saturday, March 11, 2023",186,58
"Friday, March 10, 2023",190,67
"Wednesday, March 8, 2023",8,9
"Saturday, March 4, 2023",244,67
"Friday, March 3, 2023",181,73
"Wednesday, March 1, 2023",23,16
"Saturday, February 25, 2023",171,84
"Friday, February 24, 2023",174,78
"Wednesday, February 22, 2023",12,13
"Saturday, February 18, 2023",209,77
"Friday, February 17, 2023",111,66
"Wednesday, February 15, 2023",24,28
"Saturday, February 11, 2023",184,74
"Friday, February 10, 2023",162,86
"Wednesday, February 8, 2023",4,9
"Saturday, February 4, 2023",162,68
"Friday, February 3, 2023",149,77
"Wednesday, February 1, 2023",6,7
"Saturday, January 28, 2023",275,96
"Friday, January 27, 2023",171,73
"Wednesday, January 25, 2023",11,20
"Saturday, January 21, 2023",218,94
"Friday, January 20, 2023",213,123
"Wednesday, January 18, 2023",16,18
"Saturday, January 14, 2023",207,113
"Friday, January 13, 2023",154,68
"Wednesday, January 11, 2023",15,17
"Saturday, January 7, 2023",176,61
"Friday, January 6, 2023",153,69
"Wednesday, January 4, 2023",6,7
