Day,Entries,Exits
"Wednesday, August 9, 2023",91,84
"Saturday, August 5, 2023",226,146
"Friday, August 4, 2023",393,133
"Wednesday, August 2, 2023",123,106
"Saturday, July 29, 2023",811,132
"Friday, July 28, 2023",564,106
"Wednesday, July 26, 2023",41,44
"Saturday, July 22, 2023",329,144
"Friday, July 21, 2023",389,170
"Wednesday, July 19, 2023",69,70
"Saturday, July 15, 2023",257,121
"Friday, July 14, 2023",213,101
"Wednesday, July 12, 2023",16,35
"Saturday, July 8, 2023",270,109
"Friday, July 7, 2023",412,153
"Wednesday, July 5, 2023",24,23
"Saturday, July 1, 2023",270,92
"Friday, June 30, 2023",209,69
"Wednesday, June 28, 2023",45,35
"Saturday, June 24, 2023",478,165
"Friday, June 23, 2023",260,105
"Wednesday, June 21, 2023",47,44
"Saturday, June 17, 2023",289,140
"Friday, June 16, 2023",232,113
"Wednesday, June 14, 2023",98,70
"Saturday, June 10, 2023",278,175
"Friday, June 9, 2023",373,102
"Wednesday, June 7, 2023",81,76
"Saturday, June 3, 2023",246,115
"Friday, June 2, 2023",446,154
"Wednesday, May 31, 2023",54,56
"Saturday, May 27, 2023",217,104
"Friday, May 26, 2023",220,93
"Wednesday, May 24, 2023",81,60
"Saturday, May 20, 2023",341,88
"Friday, May 19, 2023",292,94
"Wednesday, May 17, 2023",50,63
"Saturday, May 13, 2023",270,95
"Friday, May 12, 2023",308,123
"Wednesday, May 10, 2023",46,47
"Saturday, May 6, 2023",250,104
"Friday, May 5, 2023",324,128
"Wednesday, May 3, 2023",50,50
"Saturday, April 29, 2023",364,179
"Friday, April 28, 2023",220,89
"Wednesday, April 26, 2023",52,31
"Saturday, April 22, 2023",296,163
"Friday, April 21, 2023",469,159
"Wednesday, April 19, 2023",63,65
"Saturday, April 15, 2023",397,123
"Friday, April 14, 2023",230,124
"Wednesday, April 12, 2023",47,44
"Saturday, April 8, 2023",314,136
"Friday, April 7, 2023",324,122
"Wednesday, April 5, 2023",49,60
"Saturday, April 1, 2023",919,128
"Friday, March 31, 2023",355,99
"Wednesday, March 29, 2023",41,32
"Saturday, March 25, 2023",358,164
"Friday, March 24, 2023",326,99
"Wednesday, March 22, 2023",30,25
"Saturday, March 18, 2023",385,92
"Friday, March 17, 2023",351,88
"Wednesday, March 15, 2023",46,40
"Saturday, March 11, 2023",341,88
"Friday, March 10, 2023",263,80
"Wednesday, March 8, 2023",50,40
"Saturday, March 4, 2023",261,88
"Friday, March 3, 2023",236,74
"Wednesday, March 1, 2023",29,31
"Saturday, February 25, 2023",274,98
"Friday, February 24, 2023",335,99
"Wednesday, February 22, 2023",48,53
"Saturday, February 18, 2023",274,90
"Friday, February 17, 2023",230,64
"Wednesday, February 15, 2023",42,47
"Saturday, February 11, 2023",303,107
"Friday, February 10, 2023",295,104
"Wednesday, February 8, 2023",75,75
"Saturday, February 4, 2023",204,97
"Friday, February 3, 2023",300,74
"Wednesday, February 1, 2023",9,14
"Saturday, January 28, 2023",311,127
"Friday, January 27, 2023",254,81
"Wednesday, January 25, 2023",42,54
"Saturday, January 21, 2023",279,101
"Friday, January 20, 2023",272,94
"Wednesday, January 18, 2023",55,56
"Saturday, January 14, 2023",301,93
"Friday, January 13, 2023",320,93
"Wednesday, January 11, 2023",39,28
"Saturday, January 7, 2023",375,99
"Friday, January 6, 2023",275,82
"Wednesday, January 4, 2023",48,62
