Day,Entries,Exits
"Wednesday, March 13, 2024","1,102","1,227"
"Saturday, March 9, 2024",528,763
"Friday, March 8, 2024",909,"1,098"
"Wednesday, March 6, 2024",782,"1,083"
"Saturday, March 2, 2024",679,836
"Friday, March 1, 2024",847,"1,048"
"Wednesday, February 28, 2024",768,"1,012"
"Saturday, February 24, 2024",787,893
"Friday, February 23, 2024",872,998
"Wednesday, February 21, 2024",806,988
"Saturday, February 17, 2024",636,793
"Friday, February 16, 2024",806,987
"Wednesday, February 14, 2024",753,"1,025"
"Saturday, February 10, 2024",700,916
"Friday, February 9, 2024",848,"1,059"
"Wednesday, February 7, 2024",916,"1,174"
"Saturday, February 3, 2024",657,867
"Friday, February 2, 2024",858,"1,060"
"Wednesday, January 31, 2024",887,"1,085"
"Saturday, January 27, 2024",698,864
"Friday, January 26, 2024",989,971
"Wednesday, January 24, 2024",825,999
"Saturday, January 20, 2024",550,750
"Friday, January 19, 2024",763,850
"Wednesday, January 17, 2024",722,861
"Saturday, January 13, 2024",0,4
"Friday, January 12, 2024",25,25
"Wednesday, January 10, 2024",766,854
"Saturday, January 6, 2024",399,518
"Friday, January 5, 2024",606,758
"Wednesday, January 3, 2024",538,676
"Saturday, December 30, 2023",527,598
"Friday, December 29, 2023",541,631
"Wednesday, December 27, 2023",308,419
"Saturday, December 23, 2023",387,437
"Friday, December 22, 2023",499,515
"Wednesday, December 20, 2023",661,691
"Saturday, December 16, 2023",766,877
"Friday, December 15, 2023",789,"1,035"
"Wednesday, December 13, 2023",882,"1,099"
"Saturday, December 9, 2023",902,"1,067"
"Friday, December 8, 2023",970,"1,086"
"Wednesday, December 6, 2023",883,"1,102"
"Saturday, December 2, 2023",673,"1,174"
"Friday, December 1, 2023",842,907
"Wednesday, November 29, 2023",760,908
"Saturday, November 25, 2023",423,671
"Friday, November 24, 2023",439,675
"Wednesday, November 22, 2023",542,661
"Saturday, November 18, 2023",693,838
"Friday, November 17, 2023",835,"1,056"
"Wednesday, November 15, 2023",877,"1,141"
"Saturday, November 11, 2023",838,"1,141"
"Friday, November 10, 2023",896,"1,089"
"Wednesday, November 8, 2023",912,"1,146"
"Saturday, November 4, 2023",843,"1,257"
"Friday, November 3, 2023",986,"1,122"
"Wednesday, November 1, 2023",945,"1,110"
"Saturday, October 28, 2023",966,"1,082"
"Friday, October 27, 2023","1,166","1,371"
"Wednesday, October 25, 2023","1,028","1,182"
"Saturday, October 21, 2023",867,"1,020"
"Friday, October 20, 2023",906,"1,131"
"Wednesday, October 18, 2023",935,"1,231"
"Saturday, October 14, 2023",643,771
"Friday, October 13, 2023",927,"1,075"
"Wednesday, October 11, 2023",931,"1,134"
"Saturday, October 7, 2023",770,"1,020"
"Friday, October 6, 2023","1,012","1,081"
"Wednesday, October 4, 2023",910,"1,049"
