Day,Entries,Exits
"Friday, November 24, 2023","1,170",930
"Wednesday, November 22, 2023","1,152",607
"Saturday, November 18, 2023","1,552","1,053"
"Friday, November 17, 2023","2,558","1,418"
"Wednesday, November 15, 2023","3,100","1,257"
"Saturday, November 11, 2023","2,219","1,615"
"Friday, November 10, 2023","2,509","1,591"
"Wednesday, November 8, 2023","3,074","1,176"
"Saturday, November 4, 2023","2,634","1,910"
"Friday, November 3, 2023","2,661","1,615"
"Wednesday, November 1, 2023","3,083","1,208"
"Saturday, October 28, 2023","2,219","1,691"
"Friday, October 27, 2023","2,485","1,721"
"Wednesday, October 25, 2023","3,214","1,252"
"Saturday, October 21, 2023","2,401","1,716"
"Friday, October 20, 2023","2,466","1,625"
"Wednesday, October 18, 2023","3,413","1,149"
"Saturday, October 14, 2023","1,500","1,170"
"Friday, October 13, 2023","2,233","1,453"
"Wednesday, October 11, 2023","3,407","1,157"
"Saturday, October 7, 2023","2,081","1,749"
"Friday, October 6, 2023","2,698","1,648"
"Wednesday, October 4, 2023","3,112","1,088"
"Saturday, September 30, 2023","2,469","2,193"
"Friday, September 29, 2023","3,200","2,245"
"Wednesday, September 27, 2023","3,559","1,269"
"Saturday, September 23, 2023","1,438","1,193"
"Friday, September 22, 2023","2,651","1,602"
"Wednesday, September 20, 2023","3,703","1,272"
"Saturday, September 16, 2023","2,520","1,666"
"Friday, September 15, 2023","2,912","1,666"
"Wednesday, September 13, 2023","3,530","1,131"
"Saturday, September 9, 2023","1,531","1,293"
"Friday, September 8, 2023","2,640","1,943"
"Wednesday, September 6, 2023","2,281","1,071"
"Saturday, September 2, 2023","2,345","1,734"
"Friday, September 1, 2023","2,518","1,648"
"Wednesday, August 30, 2023","3,286","1,081"
"Saturday, August 26, 2023","2,024","1,587"
"Friday, August 25, 2023","2,345","1,422"
"Wednesday, August 23, 2023","2,300","1,278"
"Saturday, August 19, 2023","2,100","1,390"
"Friday, August 18, 2023","2,503","1,493"
"Wednesday, August 16, 2023","2,230","1,275"
"Saturday, August 12, 2023","1,803","1,259"
"Friday, August 11, 2023","2,082","1,242"
"Wednesday, August 9, 2023","2,086",989
"Saturday, August 5, 2023","1,955","1,332"
"Friday, August 4, 2023","2,322","1,558"
"Wednesday, August 2, 2023","2,364","1,305"
"Saturday, July 29, 2023","1,890","1,499"
"Friday, July 28, 2023","2,328","1,620"
"Wednesday, July 26, 2023","2,776","1,763"
"Saturday, July 22, 2023","2,239","1,799"
"Friday, July 21, 2023","2,637","2,111"
"Wednesday, July 19, 2023","2,400","1,691"
"Saturday, July 15, 2023","1,980","1,516"
"Friday, July 14, 2023","2,192","1,491"
"Wednesday, July 12, 2023","2,464","1,493"
"Saturday, July 8, 2023","1,848","1,691"
"Friday, July 7, 2023","2,287","1,761"
"Wednesday, July 5, 2023","2,103","1,360"
"Saturday, July 1, 2023","1,640","1,216"
"Friday, June 30, 2023","2,404","1,473"
"Wednesday, June 28, 2023","2,631","1,399"
"Saturday, June 24, 2023","2,680","2,129"
"Friday, June 23, 2023","2,346","1,431"
"Wednesday, June 21, 2023","1,747","1,117"
"Saturday, June 17, 2023","1,756","1,454"
"Friday, June 16, 2023","1,911","1,427"
"Wednesday, June 14, 2023","2,401","2,015"
"Saturday, June 10, 2023","2,499","1,558"
"Friday, June 9, 2023","2,120","1,273"
"Wednesday, June 7, 2023","2,134","1,213"
"Saturday, June 3, 2023","1,833","1,333"
"Friday, June 2, 2023","2,464","1,650"
"Wednesday, May 31, 2023","1,947","1,135"
"Saturday, May 27, 2023","1,942",967
"Friday, May 26, 2023","2,596","1,373"
"Wednesday, May 24, 2023","2,525","1,108"
"Saturday, May 20, 2023","2,296","1,443"
"Friday, May 19, 2023","2,858","1,543"
"Wednesday, May 17, 2023","2,413","1,281"
"Saturday, May 13, 2023","1,731","1,176"
"Friday, May 12, 2023","2,504","1,666"
"Wednesday, May 10, 2023","2,565","1,245"
"Saturday, May 6, 2023","2,096","1,319"
"Friday, May 5, 2023","2,637","1,328"
"Wednesday, May 3, 2023","2,406","1,131"
"Saturday, April 29, 2023","2,435","1,664"
"Friday, April 28, 2023","1,957","1,170"
"Wednesday, April 26, 2023","2,765","1,303"
"Saturday, April 22, 2023","1,736",985
"Friday, April 21, 2023","2,912","1,507"
"Wednesday, April 19, 2023","2,989","1,325"
"Saturday, April 15, 2023","2,484","1,707"
"Friday, April 14, 2023","2,990","1,787"
"Wednesday, April 12, 2023","3,095","1,188"
"Saturday, April 8, 2023","2,157","1,641"
"Friday, April 7, 2023","2,608","1,676"
"Wednesday, April 5, 2023","3,170","1,305"
"Saturday, April 1, 2023","2,488","1,719"
"Friday, March 31, 2023","2,870","1,627"
"Wednesday, March 29, 2023","2,932","1,303"
"Saturday, March 25, 2023","2,447","1,612"
"Friday, March 24, 2023","1,824","1,335"
"Wednesday, March 22, 2023","2,834","1,254"
"Saturday, March 18, 2023","1,800","1,390"
"Friday, March 17, 2023","2,041","1,285"
"Wednesday, March 15, 2023","1,947","1,040"
"Saturday, March 11, 2023","1,589","1,009"
"Friday, March 10, 2023","1,787","1,020"
"Wednesday, March 8, 2023","2,607","1,071"
"Saturday, March 4, 2023","2,176","1,312"
"Friday, March 3, 2023","1,865","1,131"
"Wednesday, March 1, 2023","2,755","1,019"
"Saturday, February 25, 2023","1,641","1,045"
"Friday, February 24, 2023","2,262","1,328"
"Wednesday, February 22, 2023","2,521",769
"Saturday, February 18, 2023","1,861","1,355"
"Friday, February 17, 2023","1,949","1,309"
"Wednesday, February 15, 2023","2,739",869
"Saturday, February 11, 2023","1,707","1,335"
"Friday, February 10, 2023","2,150","1,267"
"Wednesday, February 8, 2023","2,010",803
"Saturday, February 4, 2023","1,490",966
"Friday, February 3, 2023","1,901","1,044"
"Wednesday, February 1, 2023","2,564",771
"Saturday, January 28, 2023","1,487","1,135"
"Friday, January 27, 2023","2,014","1,205"
"Wednesday, January 25, 2023","2,560",896
"Saturday, January 21, 2023","1,727","1,164"
"Friday, January 20, 2023","2,317","1,336"
"Wednesday, January 18, 2023","2,605",937
"Saturday, January 14, 2023","1,246",881
"Friday, January 13, 2023","1,566",920
"Wednesday, January 11, 2023","1,502",728
"Saturday, January 7, 2023","1,059",644
"Friday, January 6, 2023","1,300",615
"Wednesday, January 4, 2023","1,233",583
