Day,Entries,Exits
"Friday, March 29, 2024","1,479","1,457"
"Wednesday, March 27, 2024",870,"1,118"
"Saturday, March 23, 2024","3,886","1,873"
"Friday, March 22, 2024","1,349","1,557"
"Wednesday, March 20, 2024","1,552","1,359"
"Saturday, March 16, 2024","1,973","1,613"
"Friday, March 15, 2024","1,281","1,189"
"Wednesday, March 13, 2024","1,165","1,355"
"Saturday, March 9, 2024",947,"1,055"
"Friday, March 8, 2024","1,202","1,277"
"Wednesday, March 6, 2024",854,"1,056"
"Saturday, March 2, 2024","1,074","1,041"
"Friday, March 1, 2024","1,067","1,219"
"Wednesday, February 28, 2024",869,957
"Saturday, February 24, 2024","4,220","1,979"
"Friday, February 23, 2024","1,179","1,053"
"Wednesday, February 21, 2024",913,998
"Saturday, February 17, 2024",937,"1,131"
"Friday, February 16, 2024","1,045","1,109"
"Wednesday, February 14, 2024","1,052","1,121"
"Saturday, February 10, 2024","1,289","1,273"
"Friday, February 9, 2024","1,242","1,116"
"Wednesday, February 7, 2024",906,"1,061"
"Saturday, February 3, 2024","1,113",880
"Friday, February 2, 2024","1,112","1,159"
"Wednesday, January 31, 2024",883,"1,040"
"Saturday, January 27, 2024","1,054","1,071"
"Friday, January 26, 2024","1,224","1,223"
"Wednesday, January 24, 2024",887,"1,141"
"Saturday, January 20, 2024",891,951
"Friday, January 19, 2024",842,907
"Wednesday, January 17, 2024",561,739
"Saturday, January 13, 2024",821,905
"Friday, January 12, 2024",715,744
"Wednesday, January 10, 2024",771,922
"Saturday, January 6, 2024",500,641
"Friday, January 5, 2024",695,826
"Wednesday, January 3, 2024",554,712
"Saturday, December 30, 2023","1,427",917
"Friday, December 29, 2023","1,151",851
"Wednesday, December 27, 2023",607,446
"Saturday, December 23, 2023","1,533",844
"Friday, December 22, 2023","1,304",727
"Wednesday, December 20, 2023","1,229",917
"Saturday, December 16, 2023","2,775","1,749"
"Friday, December 15, 2023","2,122","1,641"
"Wednesday, December 13, 2023","1,032","1,160"
"Saturday, December 9, 2023","2,450","1,847"
"Friday, December 8, 2023","2,066","1,591"
"Wednesday, December 6, 2023","1,154","1,250"
"Saturday, December 2, 2023","2,834","2,164"
"Friday, December 1, 2023","1,559","1,365"
"Wednesday, November 29, 2023",850,894
"Saturday, November 25, 2023","1,393",851
"Friday, November 24, 2023","1,301",757
"Wednesday, November 22, 2023",818,619
"Saturday, November 18, 2023","1,013","1,060"
"Friday, November 17, 2023","1,194","1,228"
"Wednesday, November 15, 2023","1,039","1,183"
"Saturday, November 11, 2023","1,311","1,295"
"Friday, November 10, 2023",975,"1,228"
"Wednesday, November 8, 2023",920,"1,220"
"Saturday, November 4, 2023","2,211","1,383"
"Friday, November 3, 2023","1,365","1,273"
"Wednesday, November 1, 2023",941,"1,017"
"Saturday, October 28, 2023","1,591","1,480"
"Friday, October 27, 2023","1,483","1,444"
"Wednesday, October 25, 2023","1,305","1,099"
"Saturday, October 21, 2023","1,343","1,255"
"Friday, October 20, 2023","1,246","1,196"
"Wednesday, October 18, 2023","1,087","1,037"
"Saturday, October 14, 2023","1,957","1,099"
"Friday, October 13, 2023","1,356","1,300"
"Wednesday, October 11, 2023",978,"1,097"
"Saturday, October 7, 2023","4,297","1,883"
"Friday, October 6, 2023","1,255","1,159"
"Wednesday, October 4, 2023","1,117",980
"Saturday, September 30, 2023","4,790","1,687"
"Friday, September 29, 2023","1,431","1,313"
"Wednesday, September 27, 2023","1,216","1,112"
"Saturday, September 23, 2023","2,620","1,295"
"Friday, September 22, 2023","11,291","3,327"
"Wednesday, September 20, 2023","3,448","1,715"
"Saturday, September 16, 2023","3,442","1,302"
"Friday, September 15, 2023","1,561","1,203"
"Wednesday, September 13, 2023","1,268","1,027"
"Saturday, September 9, 2023","6,978","1,712"
"Friday, September 8, 2023","8,665","3,268"
"Wednesday, September 6, 2023","5,177","1,740"
"Saturday, September 2, 2023","6,849","1,708"
"Friday, September 1, 2023","7,776","2,386"
"Wednesday, August 30, 2023","1,039",910
"Saturday, August 26, 2023","4,886","1,728"
"Friday, August 25, 2023","1,204","1,031"
"Wednesday, August 23, 2023","1,113",987
"Saturday, August 19, 2023","7,234","1,130"
"Friday, August 18, 2023","8,362","2,645"
"Wednesday, August 16, 2023","8,659","2,351"
