Day,Entries,Exits
"Wednesday, January 10, 2024",290,570
"Saturday, January 6, 2024",220,385
"Friday, January 5, 2024",378,617
"Wednesday, January 3, 2024",247,433
"Saturday, December 30, 2023","1,045",539
"Friday, December 29, 2023",506,257
"Wednesday, December 27, 2023",180,157
"Saturday, December 23, 2023",481,199
"Friday, December 22, 2023",558,265
"Wednesday, December 20, 2023",177,239
"Saturday, December 16, 2023","1,218",761
"Friday, December 15, 2023","1,421",854
"Wednesday, December 13, 2023",307,751
"Saturday, December 9, 2023","1,264",893
"Friday, December 8, 2023","1,335","1,122"
"Wednesday, December 6, 2023",327,879
"Saturday, December 2, 2023","1,235",892
"Friday, December 1, 2023",813,812
"Wednesday, November 29, 2023",279,608
"Saturday, November 25, 2023",674,571
"Friday, November 24, 2023",681,479
"Wednesday, November 22, 2023",251,317
"Saturday, November 18, 2023",404,663
"Friday, November 17, 2023",550,895
"Wednesday, November 15, 2023",316,802
"Saturday, November 11, 2023",462,689
"Wednesday, November 8, 2023",344,803
"Saturday, November 4, 2023",833,856
"Friday, November 3, 2023",493,769
"Wednesday, November 1, 2023",312,707
"Saturday, October 28, 2023",648,955
"Friday, October 27, 2023",597,"1,041"
"Wednesday, October 25, 2023",380,736
"Saturday, October 21, 2023",726,713
"Friday, October 20, 2023",735,810
"Wednesday, October 18, 2023",337,708
"Saturday, October 14, 2023",432,636
"Friday, October 13, 2023",532,803
"Wednesday, October 11, 2023",311,730
"Saturday, October 7, 2023",599,781
"Friday, October 6, 2023",493,755
"Wednesday, October 4, 2023",360,759
"Saturday, September 30, 2023",588,"1,170"
"Friday, September 29, 2023",572,"1,088"
"Wednesday, September 27, 2023",361,754
"Saturday, September 23, 2023",332,565
"Friday, September 22, 2023",489,824
"Wednesday, September 20, 2023",305,829
"Saturday, September 16, 2023",481,831
"Friday, September 15, 2023",666,754
"Wednesday, September 13, 2023",424,777
"Saturday, September 9, 2023",395,611
"Friday, September 8, 2023",484,680
"Wednesday, September 6, 2023",296,642
"Saturday, September 2, 2023",541,742
"Friday, September 1, 2023",492,670
"Wednesday, August 30, 2023",347,651
"Saturday, August 26, 2023",457,652
"Friday, August 25, 2023",445,642
"Wednesday, August 23, 2023",300,584
"Saturday, August 19, 2023",462,648
"Friday, August 18, 2023",428,702
"Wednesday, August 16, 2023",342,662
"Saturday, August 12, 2023",444,725
"Friday, August 11, 2023",448,801
"Wednesday, August 9, 2023",400,601
"Saturday, August 5, 2023",540,703
"Friday, August 4, 2023",586,932
"Wednesday, August 2, 2023",409,689
"Saturday, July 29, 2023",517,705
"Friday, July 28, 2023",453,717
"Wednesday, July 26, 2023",395,798
"Saturday, July 22, 2023",674,994
"Friday, July 21, 2023",590,985
"Wednesday, July 19, 2023",397,831
"Saturday, July 15, 2023",524,786
"Friday, July 14, 2023",536,799
"Wednesday, July 12, 2023",411,773
"Saturday, July 8, 2023",531,896
"Friday, July 7, 2023",466,859
