Day,Entries,Exits
"Saturday, January 6, 2024",216,250
"Friday, January 5, 2024",346,353
"Wednesday, January 3, 2024",316,279
"Saturday, December 30, 2023",210,254
"Friday, December 29, 2023",187,159
"Wednesday, December 27, 2023",115,100
"Saturday, December 23, 2023",155,141
"Friday, December 22, 2023",195,162
"Wednesday, December 20, 2023",216,191
"Saturday, December 16, 2023",414,467
"Friday, December 15, 2023",593,590
"Wednesday, December 13, 2023",621,716
"Saturday, December 9, 2023",519,870
"Friday, December 8, 2023",769,801
"Wednesday, December 6, 2023",743,632
"Saturday, December 2, 2023",540,885
"Friday, December 1, 2023",799,782
"Wednesday, November 29, 2023",699,509
"Saturday, November 25, 2023",274,429
"Friday, November 24, 2023",226,267
"Wednesday, November 22, 2023",311,317
"Saturday, November 18, 2023",413,476
"Friday, November 17, 2023",599,622
"Wednesday, November 15, 2023",794,592
"Saturday, November 11, 2023",637,645
"Wednesday, November 8, 2023",774,590
"Saturday, November 4, 2023",588,962
"Friday, November 3, 2023",752,764
"Wednesday, November 1, 2023",791,560
"Saturday, October 28, 2023",724,773
"Friday, October 27, 2023",831,795
"Wednesday, October 25, 2023",828,607
"Saturday, October 21, 2023",630,720
"Friday, October 20, 2023",791,802
"Wednesday, October 18, 2023",812,630
"Saturday, October 14, 2023",443,492
"Friday, October 13, 2023",958,959
"Wednesday, October 11, 2023",855,558
"Saturday, October 7, 2023",654,819
"Friday, October 6, 2023",818,783
"Wednesday, October 4, 2023",879,550
"Saturday, September 30, 2023",967,"1,090"
"Friday, September 29, 2023",975,957
"Wednesday, September 27, 2023",935,652
"Saturday, September 23, 2023",422,534
"Friday, September 22, 2023",758,950
"Wednesday, September 20, 2023",896,675
"Saturday, September 16, 2023",710,710
"Friday, September 15, 2023",895,760
"Wednesday, September 13, 2023",899,619
"Saturday, September 9, 2023",617,551
"Friday, September 8, 2023",717,730
"Wednesday, September 6, 2023",827,507
"Saturday, September 2, 2023",627,757
"Friday, September 1, 2023",819,763
"Wednesday, August 30, 2023",835,498
"Saturday, August 26, 2023",734,665
"Friday, August 25, 2023",752,602
"Wednesday, August 23, 2023",520,487
"Saturday, August 19, 2023",328,402
"Friday, August 18, 2023",381,462
"Wednesday, August 16, 2023",376,469
"Saturday, August 12, 2023",291,377
"Friday, August 11, 2023",397,387
"Wednesday, August 9, 2023",361,375
"Saturday, August 5, 2023",340,381
"Friday, August 4, 2023",387,510
"Wednesday, August 2, 2023",411,448
"Saturday, July 29, 2023",332,375
"Friday, July 28, 2023",375,454
"Wednesday, July 26, 2023",431,546
"Saturday, July 22, 2023",402,566
"Friday, July 21, 2023",483,559
"Wednesday, July 19, 2023",447,532
"Saturday, July 15, 2023",363,388
"Friday, July 14, 2023",410,483
"Wednesday, July 12, 2023",382,536
"Saturday, July 8, 2023",321,545
"Friday, July 7, 2023",476,495
"Wednesday, July 5, 2023",347,483
"Saturday, July 1, 2023",274,369
"Friday, June 30, 2023",404,444
"Wednesday, June 28, 2023",410,542
"Saturday, June 24, 2023",514,532
